Company,Loan ID,Payment Date,Tpv,Total Payment,Currency,Principal Payment,Interest Payment,Fee Payment,Other Payment,Tax Payment,All Rebates,Outstanding Loan Value
ABF,DSB0824-003,2023-09-22,800,734.24,USD,674.91,48,4.5,,6.83,,
ABF,DSB0887-004,2023-09-22,401.83,359.7155,USD,335.94,16.07,4.97,,2.74,,
ABF,DSB0851-002,2023-09-22,395.5,354.055,USD,330.44,15.82,5.07,,2.72,,
ABF,DSB0685-001,2023-09-22,"2,147","2,174.91",USD,"1,924.54",214.7,6.87,,28.8,,
ABF,DSB0850-002,2023-09-22,700,634.55,USD,586.21,35,7.78,,5.56,,
ABF,DSB0872-001,2023-09-22,"2,464","2,233.62",USD,"2,084.64",123.2,8.64,,17.14,,
ABF,DSB0857-001,2023-09-22,905.13,820.5005,USD,759.36,45.26,8.85,,7.03,,
ABF,DSB0797-006,2023-09-22,"2,449.44","2,248.094",USD,"2,071.94",146.97,8.93,,20.27,,
ABF,DSB0871-001,2023-09-22,"1,900","1,700.88",USD,"1,604.61",76,9.19,,11.08,,
ABF,DSB0773-002,2023-09-22,"2,800","2,788.46",USD,"2,537.56",212.8,9.23,,28.86,,
ABF,DSB0797-003,2023-09-22,"2,600.64","2,386.864",USD,"2,199.84",156.04,9.48,,21.51,,
ABF,DSB0885-001,2023-09-22,"2,663.22","2,372.077",USD,"2,252.17",95.88,10.23,,13.79,,
ABF,DSB0933-001,2023-09-22,"2,341.2","2,056.16",USD,"1,975.02",58.53,13.27,,9.34,,
ABF,DSB0885-002,2023-09-22,"4,247.02","3,782.737",USD,"3,591.53",152.89,16.32,,22,,
ABF,DSB0797-001,2023-09-22,"4,777.92","4,385.172",USD,"4,041.56",286.68,17.41,,39.53,,
ABF,DSB0773-001,2023-09-22,"10,080","10,038.47",USD,"9,135.23",766.08,33.25,,103.91,,
ABF,DSB0734-001,2023-09-22,"13,428.8","12,628.44",USD,"11,366.48","1,074.3",42.48,,145.18,,
ABF,DSB0781-005,2023-09-21,928.48,845.868,USD,784.29,50.14,4.35,,7.09,,
ABF,DSB0781-001,2023-09-21,"1,204.8","1,097.6",USD,"1,017.7",65.06,5.65,,9.19,,
ABF,DSB0681-002,2023-09-21,"2,711.3","2,610.985",USD,"2,293.36",271.13,9.95,,36.54,,
ABF,DSB0749-001,2023-09-21,"5,824","5,476.89",USD,"4,920.4",465.92,26.55,,64.02,,
ABF,DSB0908-004,2023-09-19,46.1,40.485,USD,38.79,1.15,0.35,,0.2,,
ABF,DSB0908-005,2023-09-19,69.15,60.7275,USD,58.19,1.73,0.52,,0.29,,
ABF,DSB0824-001,2023-09-19,101.7,93.345,USD,85.8,6.1,0.57,,0.86,,
ABF,DSB0824-002,2023-09-19,135.6,124.45,USD,114.4,8.14,0.76,,1.16,,
ABF,DSB0851-001,2023-09-19,109.61,98.1185,USD,91.58,4.38,1.41,,0.75,,
ABF,DSB0815-003,2023-09-19,630,578.21,USD,533.06,37.8,2.16,,5.19,,
ABF,DSB0824-006,2023-09-19,700,642.46,USD,590.55,42,3.94,,5.97,,
ABF,DSB0626-002,2023-09-19,"1,724.4","1,699.57",USD,"1,460.4",206.93,4.72,,27.51,,
ABF,DSB0904-001,2023-09-19,616,541,USD,517.87,15.4,5.07,,2.66,,
ABF,DSB0827-001,2023-09-19,639.74,587.149,USD,537.99,38.38,5.12,,5.66,,
ABF,DSB0827-002,2023-09-19,911.67,836.7295,USD,766.67,54.7,7.3,,8.06,,
ABF,DSB0781-006,2023-09-19,"1,596.11","1,454.0835",USD,"1,348.24",86.19,7.48,,12.17,,
ABF,DSB0127-001,2023-09-19,"1,853.2","1,874.882",USD,"1,671.42",166.79,13.27,,23.41,,
ABF,DSB0812-001,2023-09-19,"1,892.8","1,737.21",USD,"1,593.88",113.57,13.27,,16.49,,
ABF,DSB0763-005,2023-09-19,"7,280","7,250.01",USD,"6,598.8",553.28,23.01,,74.92,,
ABF,DSB0835-001,2023-09-19,"40,764.1","36,492.025",USD,"34,554.49","1,630.56",84.07,,222.9,,
ABF,DSB0770-002,2023-09-18,115.92,109.012,USD,97.99,9.27,0.48,,1.27,,
ABF,DSB0850-001,2023-09-18,96.05,87.0725,USD,80.44,4.8,1.07,,0.76,,
ABF,DSB0770-003,2023-09-18,398.16,374.426,USD,336.57,31.85,1.65,,4.35,,
ABF,DSB0770-004,2023-09-18,398.16,374.426,USD,336.57,31.85,1.65,,4.35,,
ABF,DSB0770-001,2023-09-18,"1,086.4","1,021.65",USD,918.36,86.91,4.49,,11.88,,
ABF,DSB0770-006,2023-09-18,"1,804.32","1,696.782",USD,"1,525.24",144.35,7.46,,19.73,,
ABF,DSB0770-005,2023-09-18,"2,615.76","2,459.856",USD,"2,211.17",209.26,10.82,,28.61,,
ABF,DSB0750-001,2023-09-18,"7,459.2","7,014.63",USD,"6,310.32",596.74,26.55,,81.03,,
ABF,DSB0777-010,2023-09-14,19.37,17.6445,USD,16.38,1.05,0.07,,0.15,,
ABF,DSB0777-011,2023-09-14,19.37,17.6445,USD,16.38,1.05,0.07,,0.15,,
ABF,DSB0752-020,2023-09-14,50.85,47.3625,USD,43.03,3.66,0.17,,0.5,,
ABF,DSB0752-021,2023-09-14,50.85,47.3625,USD,43.03,3.66,0.17,,0.5,,
ABF,DSB0752-015,2023-09-14,50.85,47.3625,USD,43.03,3.66,0.17,,0.5,,
ABF,DSB0777-019,2023-09-14,50.85,46.3225,USD,43,2.75,0.2,,0.39,,
ABF,DSB0718-010,2023-09-14,58.1,54.115,USD,49.11,4.18,0.24,,0.57,,
ABF,DSB0777-004,2023-09-14,73.45,66.9125,USD,62.11,3.97,0.28,,0.56,,
ABF,DSB0777-024,2023-09-14,79.1,72.065,USD,66.89,4.27,0.3,,0.6,,
ABF,DSB0718-006,2023-09-14,83.3,77.585,USD,70.42,6,0.34,,0.82,,
ABF,DSB0752-019,2023-09-14,106.9,99.565,USD,90.47,7.7,0.35,,1.05,,
ABF,DSB0777-006,2023-09-14,96.05,87.5025,USD,81.22,5.19,0.37,,0.72,,
ABF,DSB0718-018,2023-09-14,96.05,89.4525,USD,81.2,6.92,0.4,,0.95,,
ABF,DSB0718-002,2023-09-14,101.7,94.715,USD,85.97,7.32,0.42,,1,,
ABF,DSB0777-029,2023-09-14,122.4,111.51,USD,103.51,6.61,0.47,,0.92,,
ABF,DSB0778-007,2023-09-14,168.3,153.325,USD,142.51,9.09,0.49,,1.24,,
ABF,DSB0718-016,2023-09-14,124.3,115.765,USD,105.08,8.95,0.51,,1.23,,
ABF,DSB0778-003,2023-09-14,188.7,171.905,USD,159.78,10.19,0.54,,1.39,,
ABF,DSB0752-013,2023-09-14,168.19,156.6415,USD,142.34,12.11,0.55,,1.64,,
ABF,DSB0777-013,2023-09-14,146.9,133.825,USD,124.23,7.93,0.57,,1.1,,
ABF,DSB0718-013,2023-09-14,147.24,137.134,USD,124.47,10.6,0.61,,1.46,,
ABF,DSB0718-009,2023-09-14,150.2,139.89,USD,126.97,10.81,0.62,,1.49,,
ABF,DSB0777-015,2023-09-14,160.01,145.7685,USD,135.31,8.64,0.62,,1.2,,
ABF,DSB0752-006,2023-09-14,196.3,182.825,USD,166.13,14.13,0.65,,1.92,,
ABF,DSB0752-012,2023-09-14,206.13,191.9805,USD,174.44,14.84,0.68,,2.02,,
ABF,DSB0777-002,2023-09-14,175.52,159.902,USD,148.43,9.48,0.68,,1.32,,
ABF,DSB0777-017,2023-09-14,175.52,159.902,USD,148.43,9.48,0.68,,1.32,,
ABF,DSB0777-022,2023-09-14,192.5,175.375,USD,162.79,10.4,0.74,,1.45,,
ABF,DSB0752-001,2023-09-14,237.3,221.015,USD,200.82,17.09,0.78,,2.32,,
ABF,DSB0752-014,2023-09-14,262.36,244.356,USD,222.03,18.89,0.86,,2.57,,
ABF,DSB0752-022,2023-09-14,264.6,246.44,USD,223.93,19.05,0.87,,2.59,,
ABF,DSB0752-023,2023-09-14,264.6,246.44,USD,223.93,19.05,0.87,,2.59,,
ABF,DSB0752-024,2023-09-14,264.6,246.44,USD,223.93,19.05,0.87,,2.59,,
ABF,DSB0718-001,2023-09-14,226.68,211.118,USD,191.62,16.32,0.93,,2.24,,
ABF,DSB0718-019,2023-09-14,231.19,215.3215,USD,195.44,16.65,0.95,,2.28,,
ABF,DSB0752-027,2023-09-14,301.44,280.754,USD,255.1,21.7,0.99,,2.95,,
ABF,DSB0777-009,2023-09-14,271.32,247.182,USD,229.44,14.65,1.05,,2.04,,
ABF,DSB0752-017,2023-09-14,342.96,319.416,USD,290.24,24.69,1.13,,3.36,,
ABF,DSB0752-010,2023-09-14,344.12,320.502,USD,291.22,24.78,1.13,,3.37,,
ABF,DSB0777-014,2023-09-14,310.38,282.763,USD,262.47,16.76,1.2,,2.34,,
ABF,DSB0752-025,2023-09-14,366.8,341.62,USD,310.42,26.41,1.21,,3.59,,
ABF,DSB0718-004,2023-09-14,296.12,275.792,USD,250.32,21.32,1.22,,2.93,,
ABF,DSB0752-018,2023-09-14,380.25,354.1525,USD,321.8,27.38,1.25,,3.72,,
ABF,DSB0752-008,2023-09-14,381.86,355.651,USD,323.16,27.49,1.26,,3.73,,
ABF,DSB0718-014,2023-09-14,313.74,292.209,USD,265.22,22.59,1.29,,3.11,,
ABF,DSB0752-005,2023-09-14,392.62,365.667,USD,332.27,28.27,1.29,,3.84,,
ABF,DSB0752-028,2023-09-14,400.63,373.1355,USD,339.05,28.85,1.32,,3.92,,
ABF,DSB0752-029,2023-09-14,400.63,373.1355,USD,339.05,28.85,1.32,,3.92,,
ABF,DSB0718-008,2023-09-14,322.45,300.3125,USD,272.58,23.22,1.33,,3.19,,
ABF,DSB0777-003,2023-09-14,361.72,329.532,USD,305.89,19.53,1.39,,2.72,,
ABF,DSB0752-011,2023-09-14,424.22,395.097,USD,359.01,30.54,1.4,,4.15,,
ABF,DSB0718-015,2023-09-14,342.96,319.416,USD,289.92,24.69,1.41,,3.39,,
ABF,DSB0752-026,2023-09-14,427.68,398.328,USD,361.94,30.79,1.41,,4.18,,
ABF,DSB0777-028,2023-09-14,387.15,352.6975,USD,327.39,20.91,1.49,,2.91,,
ABF,DSB0752-031,2023-09-14,462.45,430.7025,USD,391.36,33.3,1.52,,4.53,,
ABF,DSB0718-005,2023-09-14,372.74,347.159,USD,315.1,26.84,1.53,,3.69,,
ABF,DSB0752-030,2023-09-14,467.79,435.6815,USD,395.88,33.68,1.54,,4.58,,
ABF,DSB0752-002,2023-09-14,482.6,449.47,USD,408.42,34.75,1.59,,4.73,,
ABF,DSB0777-025,2023-09-14,417.44,380.294,USD,353.01,22.54,1.61,,3.14,,
ABF,DSB0752-004,2023-09-14,499.93,465.6105,USD,423.08,35.99,1.64,,4.89,,
ABF,DSB0777-016,2023-09-14,433.86,395.251,USD,366.89,23.43,1.67,,3.27,,
ABF,DSB0778-005,2023-09-14,581.4,529.67,USD,492.29,31.4,1.68,,4.3,,
ABF,DSB0777-008,2023-09-14,444.61,405.0485,USD,375.98,24.01,1.71,,3.34,,
ABF,DSB0777-026,2023-09-14,448.84,408.904,USD,379.56,24.24,1.73,,3.37,,
ABF,DSB0777-020,2023-09-14,479.09,436.4565,USD,405.14,25.87,1.85,,3.6,,
ABF,DSB0752-003,2023-09-14,624.99,582.0915,USD,528.92,45,2.06,,6.12,,
ABF,DSB0778-001,2023-09-14,736.99,671.4115,USD,624.04,39.8,2.13,,5.45,,
ABF,DSB0843-002,2023-09-14,218.4,195.51,USD,183.22,8.74,2.14,,1.42,,
ABF,DSB0884-002,2023-09-14,225.79,198.3015,USD,189.43,5.64,2.2,,1.02,,
ABF,DSB0718-007,2023-09-14,536.25,499.4425,USD,453.32,38.61,2.21,,5.31,,
ABF,DSB0808-002,2023-09-14,202.27,189.0695,USD,169.42,15.17,2.22,,2.26,,
ABF,DSB0777-007,2023-09-14,584.63,532.6055,USD,494.39,31.57,2.25,,4.39,,
ABF,DSB0718-012,2023-09-14,548.24,510.604,USD,463.45,39.47,2.26,,5.42,,
ABF,DSB0752-009,2023-09-14,713.29,664.3265,USD,603.64,51.36,2.35,,6.99,,
ABF,DSB0778-008,2023-09-14,813.6,741.21,USD,688.91,43.93,2.35,,6.02,,
ABF,DSB0777-012,2023-09-14,610.18,555.883,USD,516,32.95,2.35,,4.59,,
ABF,DSB0752-032,2023-09-14,761.37,709.1145,USD,644.33,54.82,2.5,,7.46,,
ABF,DSB0752-007,2023-09-14,764.72,712.232,USD,647.17,55.06,2.52,,7.49,,
ABF,DSB0777-018,2023-09-14,705.31,642.5535,USD,596.44,38.09,2.72,,5.3,,
ABF,DSB0777-005,2023-09-14,713.29,649.8165,USD,603.19,38.52,2.75,,5.37,,
ABF,DSB0777-023,2023-09-14,732.83,667.6255,USD,619.71,39.57,2.82,,5.51,,
ABF,DSB0777-021,2023-09-14,785.33,715.4505,USD,664.11,42.41,3.03,,5.9,,
ABF,DSB0685-002,2023-09-14,"1,000","1,013",USD,896.38,100,3.2,,13.42,,
ABF,DSB0718-017,2023-09-14,793.38,738.923,USD,670.68,57.12,3.27,,7.85,,
ABF,DSB0718-003,2023-09-14,812.76,756.976,USD,687.07,58.52,3.35,,8.04,,
ABF,DSB0887-003,2023-09-14,276.03,242.4255,USD,230.77,6.9,3.41,,1.34,,
ABF,DSB0778-002,2023-09-14,"1,222.92","1,114.102",USD,"1,035.49",66.04,3.53,,9.04,,
ABF,DSB0777-027,2023-09-14,933.54,850.469,USD,789.44,50.41,3.6,,7.02,,
ABF,DSB0718-011,2023-09-14,893.56,832.226,USD,755.37,64.34,3.68,,8.84,,
ABF,DSB0778-009,2023-09-14,"1,288.2","1,173.58",USD,"1,090.77",69.56,3.72,,9.52,,
ABF,DSB0777-001,2023-09-14,"1,092.05",994.8825,USD,923.49,58.97,4.21,,8.22,,
ABF,DSB0778-004,2023-09-14,"1,816.95","1,655.2775",USD,"1,538.48",98.12,5.24,,13.43,,
ABF,DSB0752-016,2023-09-14,"1,848.56","1,721.676",USD,"1,564.4",133.1,6.08,,18.09,,
ABF,DSB0884-001,2023-09-14,682.08,599.038,USD,572.25,17.05,6.65,,3.08,,
ABF,DSB0778-006,2023-09-14,"2,380.45","2,168.6425",USD,"2,015.62",128.54,6.87,,17.6,,
ABF,DSB0889-002,2023-09-14,"1,064",934.46,USD,894.93,26.6,8.38,,4.55,,
ABF,DSB0681-001,2023-09-14,"3,360","3,235.68",USD,"2,842.06",336,12.33,,45.28,,
ABF,DSB0775-001,2023-09-14,"5,000.18","4,673.923",USD,"4,220.15",375.01,26.55,,52.2,,
ABF,DSB0625-007,2023-09-13,"5,286.4","5,348.254",USD,"4,800.49",475.78,8.97,,63.02,,
ABF,DSB0746-001,2023-09-13,"2,858.9","2,753.125",USD,"2,415.07",285.89,13.27,,38.9,,
ABF,DSB0802-001,2023-09-13,"1,535.52","1,435.332",USD,"1,290.2",115.16,13.27,,16.7,,
ABF,DSB0697-001,2023-09-13,"10,948.02","10,842.918",USD,"9,805.22",875.84,42.48,,119.38,,
ABF,DSB0688-001,2023-09-13,"39,277.24","39,736.7884",USD,"35,663.5","3,534.95",69.73,,468.6,,
ABF,DSB0758-006,2023-09-12,30.51,27.7935,USD,25.82,1.65,0.1,,0.22,,
ABF,DSB0758-004,2023-09-12,84.75,77.2075,USD,71.73,4.58,0.27,,0.63,,
ABF,DSB0758-005,2023-09-12,99,90.19,USD,83.79,5.35,0.32,,0.73,,
ABF,DSB0758-007,2023-09-12,117.4,106.95,USD,99.36,6.34,0.38,,0.87,,
ABF,DSB0758-009,2023-09-12,186.25,169.6725,USD,157.64,10.06,0.6,,1.39,,
ABF,DSB0758-016,2023-09-12,289.99,264.1915,USD,245.44,15.66,0.93,,2.16,,
ABF,DSB0758-002,2023-09-12,467.98,426.343,USD,396.09,25.27,1.5,,3.49,,
ABF,DSB0758-014,2023-09-12,515.69,469.8065,USD,436.47,27.85,1.66,,3.84,,
ABF,DSB0758-008,2023-09-12,561.2,511.26,USD,474.98,30.3,1.8,,4.17,,
ABF,DSB0758-013,2023-09-12,656.93,598.4805,USD,556.01,35.47,2.11,,4.88,,
ABF,DSB0758-011,2023-09-12,659.02,600.377,USD,557.78,35.59,2.12,,4.91,,
ABF,DSB0758-001,2023-09-12,679.81,619.3185,USD,575.37,36.71,2.18,,5.05,,
ABF,DSB0758-015,2023-09-12,702,639.54,USD,594.15,37.91,2.25,,5.22,,
ABF,DSB0758-012,2023-09-12,847.5,772.085,USD,717.3,45.77,2.72,,6.3,,
ABF,DSB0758-003,2023-09-12,"1,017",926.51,USD,860.76,54.92,3.26,,7.56,,
ABF,DSB0758-010,2023-09-12,"1,356","1,235.34",USD,"1,147.68",73.22,4.35,,10.09,,
ABF,DSB0732-002,2023-09-12,"1,356","1,262.92",USD,"1,146.03",97.63,5.81,,13.45,,
ABF,DSB0747-001,2023-09-12,347.2,334.35,USD,285.12,34.72,8.85,,5.66,,
ABF,DSB0795-001,2023-09-12,"2,111.2","1,937.66",USD,"1,779.52",126.67,13.27,,18.2,,
ABF,DSB0719-002,2023-09-11,36.05,33.5725,USD,30.39,2.6,0.22,,0.37,,
ABF,DSB0719-004,2023-09-11,36.05,33.5725,USD,30.39,2.6,0.22,,0.37,,
ABF,DSB0719-006,2023-09-11,36.05,33.5725,USD,30.39,2.6,0.22,,0.37,,
ABF,DSB0719-008,2023-09-11,49.44,46.044,USD,41.68,3.56,0.3,,0.5,,
ABF,DSB0736-005,2023-09-11,187.62,174.737,USD,158.73,13.51,0.66,,1.85,,
ABF,DSB0719-001,2023-09-11,412.28,383.978,USD,347.61,29.68,2.51,,4.19,,
ABF,DSB0719-005,2023-09-11,412.28,383.978,USD,347.61,29.68,2.51,,4.19,,
ABF,DSB0736-003,2023-09-11,770.1,717.245,USD,651.52,55.45,2.71,,7.56,,
ABF,DSB0719-007,2023-09-11,594.21,553.4185,USD,501,42.78,3.61,,6.03,,
ABF,DSB0719-003,2023-09-11,607.43,565.7355,USD,512.14,43.73,3.69,,6.17,,
ABF,DSB0736-001,2023-09-11,"1,675.25","1,560.2625",USD,"1,417.3",120.62,5.9,,16.45,,
ABF,DSB0736-006,2023-09-11,"1,979.97","1,844.0645",USD,"1,675.1",142.56,6.97,,19.44,,
ABF,DSB0709-001,2023-09-11,"2,856","2,685.78",USD,"2,415.31",228.48,10.88,,31.11,,
ABF,DSB0736-004,2023-09-11,"3,361.52","3,130.782",USD,"2,843.92",242.03,11.83,,33,,
ABF,DSB0816-001,2023-09-11,"1,611.43","1,435.2655",USD,"1,354.72",58.01,13.27,,9.27,,
ABF,DSB0736-002,2023-09-11,"4,095.64","3,814.514",USD,"3,465.01",294.89,14.41,,40.21,,
ABT,DSB0435-001,2023-09-11,"10,087.67","10,087.67",USD,"10,025.52",0,55,,7.15,,
ABF,DSB0790-012,2023-09-08,31.64,28.184,USD,26.79,1.14,0.1,,0.16,,
ABF,DSB0807-004,2023-09-08,180,161.14,USD,152.19,7.2,0.72,,1.03,,
ABF,DSB0798-004,2023-09-08,123.89,110.9065,USD,104.4,4.96,0.8,,0.74,,
ABF,DSB0514-001,2023-09-08,496.43,492.6455,USD,420.99,62.55,0.87,,8.24,,
ABF,DSB0851-003,2023-09-08,72.32,63.512,USD,60.42,1.81,0.93,,0.36,,
ABF,DSB0790-007,2023-09-08,322.12,286.902,USD,272.71,11.6,0.97,,1.64,,
ABF,DSB0807-003,2023-09-08,250,223.8,USD,211.37,10,1,,1.43,,
ABF,DSB0790-004,2023-09-08,410.46,365.591,USD,347.5,14.78,1.23,,2.08,,
ABF,DSB0790-013,2023-09-08,504,448.9,USD,426.69,18.14,1.51,,2.56,,
ABF,DSB0790-006,2023-09-08,504,448.9,USD,426.69,18.14,1.51,,2.56,,
ABF,DSB0748-003,2023-09-08,631.11,579.2335,USD,534.28,37.87,1.91,,5.17,,
ABF,DSB0790-009,2023-09-08,672,598.54,USD,568.92,24.19,2.02,,3.4,,
ABF,DSB0790-001,2023-09-08,739.8,658.93,USD,626.32,26.63,2.22,,3.75,,
ABF,DSB0763-002,2023-09-08,728,706.9,USD,659.88,39.31,2.3,,5.41,,
ABF,DSB0514-009,2023-09-08,"1,340.1","1,329.885",USD,"1,136.44",168.85,2.34,,22.25,,
ABF,DSB0754-003,2023-09-08,805.17,781.8347,USD,730.04,43.48,2.36,,5.96,,
ABF,DSB0790-008,2023-09-08,840,748.17,USD,711.15,30.24,2.52,,4.26,,
ABF,DSB0790-010,2023-09-08,868.25,773.3325,USD,735.06,31.26,2.61,,4.4,,
ABF,DSB0790-002,2023-09-08,894.24,796.484,USD,757.07,32.19,2.69,,4.54,,
ABF,DSB0790-005,2023-09-08,907.8,808.56,USD,768.55,32.68,2.73,,4.6,,
ABF,DSB0754-004,2023-09-08,975.29,947.0239,USD,884.28,52.67,2.86,,7.22,,
ABF,DSB0790-011,2023-09-08,969.38,863.403,USD,820.68,34.9,2.91,,4.92,,
ABF,DSB0782-002,2023-09-08,750,701.06,USD,633.85,56.25,3.23,,7.73,,
ABF,DSB0771-002,2023-09-08,270.7,248.445,USD,226.29,16.24,3.37,,2.55,,
ABF,DSB0754-005,2023-09-08,"1,184.24","1,149.9184",USD,"1,073.74",63.95,3.47,,8.76,,
ABF,DSB0790-003,2023-09-08,"1,169.28","1,041.458",USD,989.92,42.09,3.51,,5.93,,
ABF,DSB0514-012,2023-09-08,"2,199.04","2,182.284",USD,"1,864.84",277.08,3.84,,36.52,,
ABF,DSB0807-002,2023-09-08,"1,000",895.2,USD,845.5,40,3.98,,5.72,,
ABF,DSB0890-002,2023-09-08,625,548.91,USD,526.28,15.63,4.4,,2.6,,
ABF,DSB0756-001,2023-09-08,833.38,806.542,USD,744.86,50,4.59,,7.1,,
ABF,DSB0889-001,2023-09-08,621.5,545.835,USD,522.75,15.54,4.89,,2.66,,
ABF,DSB0763-003,2023-09-08,"1,568","1,522.56",USD,"1,421.28",84.67,4.96,,11.65,,
ABF,DSB0732-001,2023-09-08,"1,363.06","1,241.771",USD,"1,152",73.61,5.84,,10.33,,
ABF,DSB0717-002,2023-09-08,711.9,685.555,USD,597.04,71.19,7.15,,10.18,,
ABF,DSB0807-001,2023-09-08,"1,900","1,700.88",USD,"1,606.44",76,7.57,,10.86,,
ABF,DSB0514-002,2023-09-08,"4,883.2","4,845.99",USD,"4,141.08",615.28,8.53,,81.1,,
ABF,DSB0713-001,2023-09-08,676.98,651.933,USD,565.43,67.7,8.85,,9.95,,
ABF,DSB0731-001,2023-09-08,870.1,813.325,USD,729.58,65.26,8.85,,9.63,,
ABF,DSB0869-001,2023-09-08,616,541,USD,513.6,15.4,8.85,,3.15,,
ABF,DSB0763-004,2023-09-08,"3,304","3,208.25",USD,"2,994.84",178.42,10.44,,24.55,,
ABF,DSB0629-002,2023-09-08,"2,147","2,174.91",USD,"1,920.18",214.7,10.72,,29.3,,
ABF,DSB0676-001,2023-09-08,"3,101.41","2,888.5285",USD,"2,621.2",223.3,13.27,,30.76,,
ABF,DSB0723-001,2023-09-08,"3,854.16","3,624.456",USD,"3,261.04",308.33,13.27,,41.81,,
ABF,DSB0735-001,2023-09-08,"2,077.6","1,906.82",USD,"1,750.96",124.66,13.27,,17.94,,
ABF,DSB0786-001,2023-09-08,"1,005.59",922.9315,USD,839.76,60.34,13.27,,9.57,,
ABF,DSB0788-001,2023-09-08,"5,980.8","5,354.01",USD,"5,053.68",239.23,26.55,,34.55,,
ABT,DSB0429-001,2023-09-08,"7,881.75","7,881.75",USD,"7,819.6",0,55,,7.15,,
ABF,DSB0742-006,2023-09-07,480,440.54,USD,406.25,28.8,1.55,,3.94,,
ABF,DSB0774-003,2023-09-07,180,165.2,USD,150.42,10.8,2.28,,1.7,,
ABF,DSB0789-001,2023-09-07,683.65,612.0025,USD,571.1,27.35,8.85,,4.7,,
ABF,DSB0841-001,2023-09-06,141.12,123.942,USD,118.93,3.53,0.9,,0.58,,
ABF,DSB0841-003,2023-09-06,218.74,192.109,USD,184.35,5.47,1.4,,0.89,,
ABF,DSB0730-001,2023-09-06,246.4,224.48,USD,207.56,13.31,1.66,,1.95,,
ABF,DSB0626-001,2023-09-06,"1,795.57","1,729.1345",USD,"1,520.68",179.56,4.92,,23.98,,
ABF,DSB0774-004,2023-09-06,520,477.26,USD,434.55,31.2,6.59,,4.92,,
ABF,DSB0798-001,2023-09-06,"1,280.56","1,146.356",USD,"1,079.15",51.22,8.26,,7.73,,
ABF,DSB0738-001,2023-09-06,571.2,520.37,USD,475.52,30.84,8.85,,5.16,,
ABF,DSB0740-001,2023-09-05,123.2,113.07,USD,103.67,7.39,0.93,,1.08,,
ABF,DSB0514-003,2023-09-05,672.56,667.436,USD,570.35,84.74,1.17,,11.17,,
ABF,DSB0771-003,2023-09-05,328.66,301.641,USD,274.74,19.72,4.09,,3.09,,
ABF,DSB0755-005,2023-09-04,"1,071.24",975.924,USD,906.64,57.85,3.47,,7.97,,
ABF,DSB0852-002,2023-09-04,683.2,600.02,USD,574.45,17.08,5.54,,2.94,,
ABF,DSB0829-002,2023-09-04,834.4,756.38,USD,702.24,41.72,6.2,,6.23,,
ABF,DSB0829-001,2023-09-04,952,862.99,USD,801.21,47.6,7.07,,7.11,,
ABF,DSB0852-001,2023-09-04,952,836.09,USD,800.47,23.8,7.73,,4.09,,
ABF,DSB0813-001,2023-09-04,"2,168.28","1,941.048",USD,"1,828.04",86.73,13.27,,13.01,,
ABF,DSB0654-001,2023-09-04,"6,177.75","6,250.0325",USD,"5,591.75",556,26.55,,75.73,,
ABF,DSB0828-009,2023-09-02,126.56,111.156,USD,105.92,3.16,1.46,,0.6,,
ABF,DSB0743-001,2023-09-02,"2,018.01","1,852.1285",USD,"1,700.31",121.08,13.27,,17.47,,
ABF,DSB0828-005,2023-09-01,46.1,40.485,USD,38.58,1.15,0.53,,0.22,,
ABF,DSB0828-007,2023-09-01,46.1,40.485,USD,38.58,1.15,0.53,,0.22,,
ABF,DSB0828-001,2023-09-01,218.77,192.1345,USD,183.09,5.47,2.53,,1.04,,
ABF,DSB0828-002,2023-09-01,268.03,235.3955,USD,224.32,6.7,3.1,,1.27,,
ABF,DSB0768-001,2023-09-01,338.24,321.5584,USD,304.17,12.18,3.21,,2,,
ABF,DSB0741-001,2023-09-01,980,899.44,USD,827.8,58.8,4.6,,8.24,,
ABF,DSB0768-003,2023-09-01,511.4,486.174,USD,459.89,18.41,4.86,,3.02,,
ABF,DSB0768-002,2023-09-01,548,520.97,USD,492.8,19.73,5.2,,3.24,,
ABF,DSB0766-001,2023-09-01,"1,071",953.92,USD,903.92,38.56,5.69,,5.75,,
ABF,DSB0771-001,2023-09-01,466.21,417.3485,USD,389.72,18.65,5.81,,3.17,,
ABF,DSB0741-002,2023-09-01,"1,848","1,696.09",USD,"1,561",110.88,8.67,,15.54,,
ABF,DSB0825-001,2023-09-01,575.17,505.1445,USD,478.89,14.38,8.85,,3.02,,
ABF,DSB0569-001,2023-09-01,"4,595.3","4,529.125",USD,"3,891.01",551.44,13.27,,73.42,,
ABF,DSB0678-001,2023-09-01,"1,450","1,363.58",USD,"1,217.5",116,13.27,,16.81,,
ABF,DSB0692-001,2023-09-01,"4,531.09","4,261.0365",USD,"3,836.43",362.49,13.27,,48.85,,
ABF,DSB0834-001,2023-09-01,"2,150.73","2,017.9243",USD,"1,942.17",53.77,13.27,,8.72,,
ABF,DSB0653-001,2023-09-01,"12,789.25","11,911.3925",USD,"10,822.86",920.83,42.48,,125.23,,
ABF,DSB0782-003,2023-08-31,10.3,9.335,USD,8.7,0.52,0.04,,0.08,,
ABF,DSB0782-004,2023-08-31,10.3,9.335,USD,8.7,0.52,0.04,,0.08,,
ABF,DSB0782-005,2023-08-31,10.3,9.335,USD,8.7,0.52,0.04,,0.08,,
